"Date","Time","Open","High","Low","Close","Vol","OI"
08/10/1990,16:00,2.94,2.94,2.44,2.75,7258200,0
08/17/1990,16:00,2.75,3.13,2.75,2.88,8630400,0
08/24/1990,16:00,2.88,2.94,2.63,2.75,3239600,0
08/31/1990,16:00,2.81,2.94,2.56,2.69,3725800,0
09/07/1990,16:00,2.69,3.13,2.69,3.13,3178800,0
09/14/1990,16:00,3.13,3.25,2.75,2.88,3130200,0
09/21/1990,16:00,2.88,2.88,2.69,2.75,1746400,0
09/28/1990,16:00,2.75,2.75,2.44,2.56,3018000,0
10/05/1990,16:00,2.56,2.88,2.38,2.50,2819000,0
10/12/1990,16:00,2.50,2.56,1.81,2.00,7971800,0
10/19/1990,16:00,2.00,2.13,1.88,2.00,2446000,0
10/26/1990,16:00,2.00,2.13,1.94,2.06,2153400,0
11/02/1990,16:00,2.06,2.06,1.88,1.88,1690800,0
11/09/1990,16:00,1.88,2.00,1.88,1.94,1602800,0
11/16/1990,16:00,2.06,2.44,2.06,2.13,4944000,0
11/23/1990,16:00,2.13,2.19,2.00,2.00,1546200,0
11/30/1990,16:00,2.00,2.19,2.00,2.19,2865400,0
12/07/1990,16:00,2.19,2.38,2.13,2.31,4088600,0
12/14/1990,16:00,2.31,2.56,2.25,2.44,4690200,0
12/21/1990,16:00,2.44,2.69,2.31,2.69,7219800,0
12/28/1990,16:00,2.63,2.63,2.38,2.38,1729800,0
01/04/1991,16:00,2.38,2.63,2.00,2.56,2505400,0
01/11/1991,16:00,2.56,2.56,2.38,2.50,2911800,0
01/18/1991,16:00,2.44,3.00,2.31,2.81,10227000,0
01/25/1991,16:00,2.81,3.75,2.69,3.63,13894800,0
02/01/1991,16:00,3.63,3.75,3.38,3.75,7099200,0
02/08/1991,16:00,3.75,4.13,3.75,3.94,12412800,0
02/15/1991,16:00,3.94,4.13,3.88,3.94,6607800,0
02/22/1991,16:00,3.94,4.13,3.75,3.88,5360800,0
03/01/1991,16:00,3.88,4.25,3.63,4.00,8210000,0
03/08/1991,16:00,4.19,5.06,4.19,4.69,21334800,0
03/15/1991,16:00,4.69,5.19,4.50,5.13,10838400,0
03/22/1991,16:00,5.13,5.69,5.00,5.63,14887800,0
03/29/1991,16:00,5.63,5.88,5.00,5.25,10953200,0
04/05/1991,16:00,5.19,5.81,5.00,5.69,10041200,0
